client_id,Variation,gendr,generation
9215572,Test,U,millenial
9154808,Control,M,millenial
1285361,Test,F,generation x
3824646,Test,U,baby boomers
7293373,Test,U,generation x
7649914,Control,M,millenial
7145300,Test,U,baby boomers
7193293,Test,M,generation x
6992250,Test,F,baby boomers
5889547,Test,M,millenial
6660788,Control,M,millenial
73648,Test,M,baby boomers
4445535,Control,F,baby boomers
455693,Control,F,generation x
667440,Control,M,silent generation
4790368,Control,U,baby boomers
2830142,Control,F,baby boomers
8631749,Test,U,baby boomers
6833897,Test,F,baby boomers
3265995,Control,F,generation x
3907202,Control,M,baby boomers
9579688,Test,U,baby boomers
2613481,Test,M,baby boomers
9425999,Test,M,baby boomers
6396533,Control,U,millenial
8674117,Control,F,baby boomers
5281648,Test,U,millenial
7651162,Control,F,baby boomers
3319092,Control,F,millenial
6209041,Test,U,generation x
6985236,Control,U,millenial
401260,Test,F,baby boomers
1674319,Test,M,millenial
2059028,Control,U,generation x
837349,Control,U,millenial
7511167,Test,M,baby boomers
9258568,Test,U,millenial
6289640,Test,U,baby boomers
7313519,Test,M,baby boomers
1377934,Test,F,millenial
7020,Control,F,generation x
9394113,Test,M,baby boomers
8169366,Test,U,baby boomers
8971654,Control,F,baby boomers
8749493,Control,U,millenial
6165948,Control,M,baby boomers
4561306,Control,U,generation x
2606984,Test,F,baby boomers
3298315,Control,U,millenial
2332428,Test,M,baby boomers
5503836,Control,M,baby boomers
8991695,Test,M,baby boomers
9734308,Control,F,baby boomers
5949701,Test,U,baby boomers
6013114,Control,F,generation x
267446,Control,U,baby boomers
6131525,Control,F,silent generation
7288479,Control,F,millenial
9527640,Test,U,millenial
5731029,Test,F,millenial
2609648,Test,M,generation x
8013108,Test,U,baby boomers
6800257,Test,F,baby boomers
1169134,Control,F,generation x
7890317,Control,F,baby boomers
1798396,Control,F,generation x
4712253,Test,F,silent generation
8182490,Test,M,generation x
9939412,Test,F,baby boomers
3329794,Test,F,baby boomers
1871451,Control,U,baby boomers
5405251,Test,M,millenial
48448,Test,M,baby boomers
5757843,Control,F,millenial
3569595,Test,F,millenial
6774181,Test,F,generation x
6303727,Control,M,silent generation
5479065,Control,U,millenial
6510398,Control,U,generation x
4429669,Test,U,millenial
9401571,Control,U,generation x
1795781,Test,F,baby boomers
9689693,Test,F,baby boomers
5822736,Control,M,baby boomers
1384594,Control,M,baby boomers
2574005,Test,U,baby boomers
30462,Test,M,baby boomers
7410126,Test,M,generation x
9882286,Control,U,baby boomers
5152221,Control,M,generation x
3893516,Test,U,millenial
1644880,Test,F,baby boomers
7492583,Test,M,generation x
1334827,Control,F,generation x
4066835,Control,M,millenial
6103330,Control,F,millenial
878571,Test,F,baby boomers
1518469,Control,M,baby boomers
9892825,Control,F,baby boomers
8694277,Test,M,generation x
569235,Test,U,millenial
5300806,Control,M,generation x
6793424,Control,U,silent generation
2492084,Control,F,baby boomers
3389093,Control,U,generation x
9241612,Test,M,millenial
1444484,Test,U,silent generation
4761635,Control,M,generation x
628776,Test,U,baby boomers
3230369,Test,M,baby boomers
6030394,Control,M,baby boomers
2158976,Test,F,generation x
8408200,Control,M,millenial
4492817,Test,U,generation x
3084989,Control,U,millenial
3229214,Test,U,generation x
2670183,Control,F,generation x
3943790,Test,M,millenial
7931684,Control,F,generation x
2437429,Control,F,generation x
266232,Test,F,generation x
3682583,Test,M,millenial
2346504,Control,M,baby boomers
3636597,Control,U,baby boomers
9988883,Test,F,baby boomers
4756173,Test,F,silent generation
4596885,Test,F,generation x
3527715,Control,F,generation x
9074228,Control,F,baby boomers
1685485,Control,F,millenial
7287833,Control,M,generation x
3979960,Control,U,millenial
1002294,Control,M,baby boomers
5257165,Test,U,baby boomers
9966141,Control,F,baby boomers
9194676,Control,F,millenial
205429,Test,U,generation z
1515115,Control,M,generation x
1753390,Test,F,baby boomers
3761675,Control,U,millenial
8739668,Test,U,generation x
7793216,Test,U,generation x
9889747,Control,M,generation x
4869184,Control,U,millenial
2443297,Test,M,generation x
4778828,Test,U,millenial
4755109,Test,U,millenial
3250135,Test,U,generation x
7800474,Control,U,generation x
226853,Test,M,generation x
9754583,Test,U,baby boomers
9758429,Control,F,baby boomers
8287067,Test,F,baby boomers
7361202,Test,U,millenial
7151107,Control,M,silent generation
7196140,Control,F,generation x
7034343,Test,M,generation x
9142027,Control,F,baby boomers
8653648,Control,F,millenial
5032714,Test,M,millenial
4716419,Test,U,generation x
6482354,Control,M,generation x
1569375,Test,M,millenial
5805358,Test,M,generation x
7894096,Control,M,generation x
2181962,Test,U,millenial
2433176,Control,U,baby boomers
4502448,Test,U,millenial
5065659,Control,U,baby boomers
8064988,Test,M,millenial
8289071,Control,F,millenial
4876431,Control,U,generation x
5510809,Control,U,millenial
3214131,Test,U,millenial
5203608,Control,M,millenial
2302824,Control,M,baby boomers
6731059,Control,U,millenial
6895737,Test,U,generation x
4229918,Test,F,baby boomers
6415360,Test,F,millenial
3742430,Test,M,millenial
5012978,Control,U,generation x
6291267,Test,U,millenial
9174161,Control,F,millenial
6521362,Control,F,baby boomers
676187,Test,M,generation x
7128753,Test,U,generation z
7757155,Test,M,baby boomers
1559905,Test,F,generation x
7143224,Test,M,baby boomers
591528,Test,F,generation x
1211689,Control,U,millenial
4619232,Test,U,millenial
2860327,Test,U,baby boomers
5625180,Test,U,baby boomers
1073661,Test,F,millenial
8407187,Control,U,baby boomers
7699021,Test,U,generation x
3621553,Test,M,generation x
3154239,Test,U,millenial
5286049,Test,F,generation x
2765335,Test,U,millenial
1498554,Test,F,baby boomers
4527128,Control,M,baby boomers
5512547,Control,U,millenial
2252602,Test,F,baby boomers
2602692,Control,M,millenial
8499476,Test,U,millenial
2907303,Control,M,silent generation
1644322,Test,U,generation x
3305202,Test,F,generation x
1291606,Control,U,generation x
1000672,Control,F,baby boomers
6926751,Test,U,millenial
8365592,Test,F,generation x
6307079,Test,U,baby boomers
5065031,Test,U,baby boomers
1018410,Control,M,generation x
6022,Test,U,millenial
7567116,Test,M,baby boomers
9519007,Test,M,millenial
8241606,Test,U,baby boomers
519971,Control,U,baby boomers
3209988,Control,U,baby boomers
8272922,Control,M,generation x
7995259,Test,F,generation x
2188976,Test,F,millenial
6758365,Control,F,baby boomers
4919508,Control,F,silent generation
8480723,Test,F,generation x
5448299,Test,F,millenial
3104178,Test,U,millenial
8743881,Test,F,generation x
3067778,Control,F,baby boomers
5553696,Test,M,silent generation
596962,Test,U,millenial
9296606,Control,M,generation x
294716,Control,M,generation x
1883923,Control,U,generation x
4415801,Test,F,generation x
7368894,Test,F,baby boomers
5709774,Test,F,baby boomers
5562631,Control,M,baby boomers
9889738,Test,M,millenial
1970262,Control,U,generation x
1192222,Test,U,baby boomers
9916719,Test,U,millenial
5357058,Test,U,baby boomers
672644,Test,U,millenial
208505,Test,M,generation x
7697945,Test,M,generation x
1929933,Control,M,generation x
8161244,Control,M,baby boomers
8419538,Control,F,silent generation
2347026,Test,U,generation x
9944167,Control,F,millenial
7244374,Control,F,generation x
9794701,Test,U,millenial
5468630,Test,M,millenial
845310,Control,F,baby boomers
2675631,Control,U,baby boomers
787475,Test,F,baby boomers
5137223,Test,F,baby boomers
4176118,Test,F,generation x
1480616,Control,M,millenial
5814539,Control,M,baby boomers
3958467,Test,M,baby boomers
7189688,Test,M,millenial
826682,Control,U,generation x
6551602,Control,U,millenial
8297843,Test,M,generation x
9804582,Control,U,millenial
9786636,Test,U,millenial
2807022,Test,M,generation x
3034075,Test,F,generation x
7497330,Test,M,baby boomers
5510647,Control,F,millenial
4304862,Control,F,baby boomers
2346576,Control,M,baby boomers
1529821,Control,U,generation x
6219578,Control,M,generation x
4126924,Control,M,generation x
9203588,Control,U,millenial
4977043,Test,F,millenial
3386764,Control,F,generation x
4885633,Control,M,baby boomers
8094897,Test,M,silent generation
6090109,Test,F,baby boomers
7077362,Control,M,baby boomers
8076682,Test,M,millenial
1736063,Test,F,baby boomers
431429,Test,F,baby boomers
8381440,Test,M,silent generation
9624164,Control,F,generation z
3266097,Control,F,generation x
9974466,Test,F,baby boomers
8664229,Control,M,baby boomers
9460602,Test,U,generation x
2440403,Test,U,millenial
6666515,Test,U,generation x
7795550,Test,U,millenial
3833308,Test,M,silent generation
2908142,Control,U,baby boomers
524287,Test,M,generation x
8969091,Test,U,baby boomers
3689684,Control,F,millenial
7245894,Control,U,baby boomers
4039480,Control,U,generation z
4669560,Test,M,millenial
5040870,Test,M,baby boomers
6354599,Control,F,generation x
6789339,Test,F,generation x
1715507,Test,M,millenial
4442593,Control,F,millenial
3630437,Control,F,generation x
1139245,Control,M,baby boomers
44705,Test,M,baby boomers
8542739,Control,U,generation x
5404035,Test,U,millenial
2161393,Control,F,baby boomers
4519203,Test,M,baby boomers
9774716,Test,M,silent generation
5417651,Control,M,millenial
2032061,Test,M,baby boomers
918457,Control,M,baby boomers
1288685,Test,M,millenial
641786,Control,U,baby boomers
9220127,Test,U,baby boomers
2462661,Control,M,generation x
6615572,Control,F,silent generation
1640172,Test,M,millenial
723583,Test,M,baby boomers
3500783,Control,F,baby boomers
8213456,Test,F,baby boomers
7974180,Control,U,millenial
7847491,Control,F,baby boomers
861973,Test,M,baby boomers
6413736,Control,M,generation x
931686,Test,M,baby boomers
9563050,Control,F,baby boomers
5083397,Test,F,generation x
334941,Control,U,generation x
5360956,Control,M,millenial
9171816,Test,U,millenial
7246428,Control,U,baby boomers
836164,Test,F,millenial
8829408,Control,U,generation x
9098507,Control,M,millenial
4108295,Test,U,generation x
859069,Test,M,silent generation
6851346,Control,M,generation x
2714945,Control,U,millenial
6085553,Control,M,baby boomers
5018692,Test,M,millenial
1514026,Test,U,millenial
4088251,Control,F,millenial
9892743,Test,U,generation x
9099429,Test,M,baby boomers
7729241,Control,M,silent generation
4011311,Test,F,baby boomers
8954158,Control,M,millenial
1131270,Control,F,millenial
5073524,Test,F,millenial
9029171,Test,F,generation x
6427815,Control,M,baby boomers
9985559,Control,U,generation x
6011987,Control,M,generation x
3243153,Test,F,generation x
3555541,Test,U,millenial
6514104,Test,U,millenial
1930379,Test,F,baby boomers
8161011,Control,F,generation x
5785339,Test,F,baby boomers
8937739,Test,M,baby boomers
2638887,Test,M,millenial
6616954,Test,U,baby boomers
5964453,Control,M,millenial
9602251,Control,M,generation x
7212071,Test,F,baby boomers
4516576,Control,M,millenial
7956645,Control,F,generation x
113903,Test,F,baby boomers
3700720,Test,F,generation x
3019656,Control,U,baby boomers
3669767,Control,M,generation x
6186453,Control,M,baby boomers
829900,Test,F,baby boomers
1913642,Control,F,generation x
2876901,Test,U,baby boomers
8733457,Control,U,millenial
6275218,Test,U,millenial
5828316,Test,M,millenial
7530875,Control,U,millenial
2396722,Test,U,generation x
5966640,Control,U,baby boomers
4423197,Control,F,generation x
4265827,Test,F,generation x
4231887,Control,F,baby boomers
4862909,Test,F,millenial
6792182,Test,U,millenial
2772609,Test,U,baby boomers
7508315,Test,F,baby boomers
7980278,Test,F,generation x
8551425,Test,U,millenial
8971317,Test,F,baby boomers
743572,Test,F,generation x
1764469,Control,U,generation x
8080256,Test,M,millenial
4332256,Control,U,generation x
7601451,Test,U,baby boomers
8568805,Test,U,millenial
4727036,Control,U,generation x
9193304,Test,F,baby boomers
6798191,Test,M,generation x
3519657,Control,M,baby boomers
5238439,Test,U,baby boomers
9066078,Test,M,baby boomers
3670387,Test,F,generation x
183399,Control,M,baby boomers
2869395,Test,F,millenial
4582260,Test,U,millenial
839585,Control,U,baby boomers
5791777,Test,F,baby boomers
8990132,Test,M,silent generation
4017786,Test,M,generation x
9360092,Test,M,baby boomers
3897463,Test,U,millenial
5825555,Test,F,baby boomers
1454516,Test,F,millenial
8455732,Control,F,baby boomers
3811686,Control,F,generation x
1193757,Control,M,generation x
1702022,Control,M,generation x
8648261,Control,U,millenial
166715,Control,U,baby boomers
9650199,Control,M,generation x
8310041,Test,U,millenial
4835403,Control,U,baby boomers
5867937,Control,U,generation z
9978868,Test,F,generation x
7617038,Test,U,millenial
2368987,Control,U,baby boomers
8121579,Control,F,baby boomers
6444119,Test,F,baby boomers
3686174,Test,M,generation x
975686,Test,M,baby boomers
5584469,Test,U,millenial
1741247,Test,F,generation x
166702,Control,F,millenial
5318633,Control,F,baby boomers
4300134,Control,M,generation x
2781665,Test,U,generation x
5813552,Test,F,millenial
3100375,Control,F,millenial
4342517,Control,F,generation x
507290,Test,M,baby boomers
2007654,Test,F,millenial
358456,Test,M,millenial
2023853,Control,F,generation x
1324640,Test,U,millenial
1177682,Control,U,millenial
9783619,Control,M,baby boomers
8438448,Control,F,baby boomers
8035422,Control,F,generation x
7744528,Test,F,silent generation
2615550,Test,F,generation x
322874,Control,U,generation x
9047770,Test,U,generation z
9575051,Control,F,baby boomers
8084373,Control,M,baby boomers
4181418,Test,M,baby boomers
1973973,Test,U,generation z
6377511,Test,F,millenial
542527,Control,U,millenial
6493127,Control,F,generation x
6912121,Control,F,baby boomers
4556466,Control,F,millenial
1991261,Control,M,generation x
6375858,Control,U,millenial
3116879,Control,M,millenial
2078021,Test,U,generation x
7202762,Control,M,baby boomers
8326915,Control,U,millenial
6558048,Test,F,generation x
4426831,Test,U,generation x
5084333,Test,F,baby boomers
3776116,Control,U,millenial
111304,Control,U,millenial
6279719,Control,M,baby boomers
6723429,Control,U,generation x
8758703,Control,F,baby boomers
9040093,Control,F,silent generation
9293672,Test,F,generation x
3944394,Control,U,generation x
343583,Control,M,millenial
5314127,Test,U,millenial
1859112,Test,F,baby boomers
7499381,Control,U,millenial
9034200,Control,U,baby boomers
1257755,Test,M,generation x
6774962,Test,M,millenial
6836764,Control,U,baby boomers
8096789,Test,M,baby boomers
224102,Control,F,baby boomers
6248651,Control,M,generation x
2340830,Test,F,generation x
253737,Control,F,millenial
1273146,Test,U,generation z
4674375,Control,M,generation x
862897,Control,U,millenial
7121165,Control,U,millenial
4288097,Control,M,millenial
5666090,Test,F,baby boomers
2398138,Test,M,generation x
9914222,Control,U,millenial
8837677,Control,F,baby boomers
1437239,Test,F,baby boomers
3962151,Control,U,millenial
6199461,Control,M,generation x
7510784,Test,M,baby boomers
7762216,Control,U,generation x
300899,Test,F,baby boomers
6525408,Test,U,millenial
4152089,Control,F,silent generation
6502955,Test,M,millenial
7042844,Control,U,baby boomers
3874471,Control,U,baby boomers
6058524,Test,U,generation x
6444355,Control,M,generation x
9040250,Control,U,millenial
6807398,Control,M,silent generation
7425878,Test,U,baby boomers
3901956,Control,M,baby boomers
5214828,Test,U,generation x
4801511,Test,F,baby boomers
1619822,Test,U,baby boomers
7126315,Test,U,generation x
3844943,Test,M,generation x
8108520,Control,M,generation x
3921540,Test,M,millenial
9500752,Test,F,silent generation
4287877,Control,F,generation x
3083365,Test,U,silent generation
5083909,Control,U,baby boomers
5252893,Test,U,millenial
3029395,Control,M,baby boomers
620503,Test,F,baby boomers
